"tipo","RSI_mean","Stochastic_mean","EMA20_mean","EMA50_mean","EMA100_mean","EMA200_mean","STD_mean","MOM_mean","BB_mean","CCI_mean","Force_mean","MACD_mean","BearsPower_mean","BullsPower_mean","WPR_mean","hour","dayOfWeek","group"
1.01405274728013,-0.990061935007719,-0.670493797926059,-0.42780405332286,-0.65860646903635,-0.819345535510511,-3.35727130728475,-1.17943187301081,-0.0233958556793944,-0.923077029590506,-0.908034229981387,-0.0446951434361165,-0.459136765010094,-0.0845095758685417,-0.446880776968382,-0.942994635316596,-1.46581114153894,-1.410043729958,2
1.01405274728013,-1.18859672113105,-0.940651071731032,-0.546312415182999,-0.731663765261419,-0.876682540812127,-3.35438158477788,-1.14610139416432,-0.157424042117929,-1.2056354085903,-1.25681208947352,-0.060817891876707,-0.489038669370465,-0.228723297593699,-0.570953589464993,-1.22335328970154,-0.880035971753705,-1.410043729958,3
1.01405274728013,-1.34562834771523,-1.24964240294045,-0.631395341646689,-0.786456737430221,-0.92127798938005,-3.35117078199246,-1.09332813599072,-0.271448021625339,-1.38082160357016,-1.47208611660856,-0.0863366791436018,-0.528354136214658,-0.35570393307497,-0.691080623472311,-1.39608891247586,-0.29426080196847,-1.410043729958,4
1.01405274728013,-1.42768213526312,-1.50626659613478,-0.676975480823666,-0.822985385542756,-0.953131881214282,-3.34812051934631,-1.02944471820161,-0.409477049450095,-1.49384495517008,-1.56215968657366,-0.141324860911178,-0.56933081996776,-0.393798123719351,-0.784025627886733,-1.47979571483968,0.291514367816765,-1.410043729958,5
1.01405274728013,-1.51830870658466,-1.69388048385498,-0.725594295945774,-0.85951403365529,-0.984985773048513,-3.34523079683943,-0.951673600893143,-0.533503132423076,-1.60686830677,-1.64541004823279,-0.160437258069229,-0.612522459599408,-0.43778784386822,-0.894069005754751,-1.55009891619704,0.877289537601999,-1.410043729958,6
1.01405274728013,-1.50619794855521,-1.63537722854438,-0.692168860549325,-0.84581579061309,-0.984985773048513,-3.34169891377547,-0.870430558704829,-0.559508601433549,-1.47689145243009,-1.48228482743627,-0.142285819427505,-0.64408558086869,-0.352529417187938,-1.00104344479777,-1.51645850582791,1.46306470738723,-1.410043729958,7
1.01405274728013,-1.46959352260101,-1.39110932634237,-0.637472693536953,-0.818419304528689,-0.965873437947974,-3.33800649057224,-0.794048211348295,-0.56150902212666,-1.31865876019021,-1.21235293059094,-0.13128818307399,-0.662912705836331,-0.267270990507656,-0.948433064940545,-1.44411848274898,-1.46581114153894,-0.702732063872002,8
1.01405274728013,-1.44305871568254,-1.21139674034516,-0.591892554359976,-0.795588899458355,-0.946761102847436,-3.33431406736901,-0.734331103415004,-0.539504394502408,-1.1999842410103,-1.00049050760889,-0.1356658829817,-0.672326268320152,-0.198792147801685,-0.859433839015415,-1.43485422911216,-0.880035971753705,-0.702732063872002,9
1.01405274728013,-1.41244163077661,-1.06816463251577,-0.546312415182999,-0.772758494388021,-0.927648767746897,-3.33062164416578,-0.691279234904958,-0.533503132423076,-1.09826322457038,-0.869549891070445,-0.133957512286008,-0.673433746259425,-0.130313305095714,-0.792794024529603,-1.43216036812557,-0.29426080196847,-0.702732063872002,10
1.01405274728013,-1.45734668863864,-1.0241190782302,-0.537196387347604,-0.768192413373954,-0.927648767746897,-3.32355787803786,-0.676002765433651,-0.493494718560829,-1.04740271635041,-0.8268236104878,-0.152322497264694,-0.676756180077244,-0.108998698425644,-0.716070553904491,-1.52467149664069,0.877289537601999,-0.702732063872002,12
1.01405274728013,-1.37012201563997,-0.949476993868407,-0.4794615443901,-0.736229846275486,-0.902165654279512,-3.32002599497389,-0.701695009544485,-0.479491773709037,-0.940030532330494,-0.763032028071632,-0.176453233341339,-0.66789635656306,-0.0922191144513331,-0.659952815390123,-1.46330402928762,1.46306470738723,-0.702732063872002,13
1.01405274728013,-1.2498308909429,-0.705125035265091,-0.412610673597201,-0.695135117148885,-0.876682540812127,-3.31649411190993,-0.741969338150658,-0.477491353015926,-0.821356013150582,-0.623445070849157,-0.172716172444514,-0.650176709534691,-0.0532179192678,-0.586298283590015,-1.34720519115821,-1.46581114153894,0.00457960221399743,14
1.01405274728013,-1.11253027463143,-0.266182507632992,-0.336643774968906,-0.64490822599415,-0.844828648977896,-3.3128016887067,-0.793353826372326,-0.407476628756985,-0.685727991230683,-0.395210558095896,-0.154564733802789,-0.623043500022502,0.0424710596127291,-0.535880002893513,-0.988658864235634,-0.880035971753705,0.00457960221399743,15
1.01405274728013,-0.995913200123074,0.225883665625972,-0.275870256066271,-0.599247415853482,-0.819345535510511,-3.30926980564274,-0.860014784065302,-0.315457276873808,-0.572704639630767,-0.203727505953647,-0.130861090400067,-0.590372900813948,0.109135893240396,-0.460471791764831,-0.675776766232096,-0.29426080196847,0.00457960221399743,16
1.01405274728013,-0.751792976473141,0.713074567609053,-0.160400570151263,-0.521624038614346,-0.762008530208894,-3.30541684230024,-0.929453281662151,-0.183429511128385,-0.329704433690949,0.24756093546871,-0.0580417894962079,-0.544412566334117,0.189405794955342,-0.364896268357548,-0.249161171453227,0.291514367816765,0.00457960221399743,17
1.01405274728013,-0.58986261630401,1.01752685314782,-0.0813949955778367,-0.466831066445544,-0.723783860007817,-3.30220603951482,-0.992642314475284,-0.0794076350865444,-0.109308898071113,0.740203795486269,-0.0194966756746639,-0.492361103188285,0.322735462210677,-0.226794021232346,0.0947331798593557,0.877289537601999,0.00457960221399743,18
1.01405274728013,-0.51243541047524,1.09485874235149,-0.0479695601813871,-0.430302418333009,-0.698300746540432,-3.29883469659013,-1.06208081207213,-0.0113933315207133,0.0263191238487859,0.996687834691511,0.0169129747772656,-0.441970856951362,0.395295825342831,-0.163661565403682,0.295984306735634,1.46306470738723,0.00457960221399743,19
1.01405274728013,-0.37418226263336,0.966084335547126,0.00672660683098495,-0.380075527178274,-0.660076076339355,-3.29562389380471,-1.13707438947673,0.0746247582831309,0.365389178648533,1.23239538511322,0.0239600038969938,-0.389365654835893,0.437471536413396,-0.102721208735736,0.616685171992936,-1.46581114153894,0.711891268299997,20
